sensor,cycle_window,variance
sensor_18,"(199.0, 362.0]",0.0
sensor_19,"(0.999, 21.0]",0.0
sensor_19,"(21.0, 42.0]",0.0
sensor_19,"(42.0, 62.0]",0.0
sensor_19,"(62.0, 83.0]",0.0
sensor_19,"(83.0, 104.0]",0.0
sensor_19,"(104.0, 124.0]",0.0
sensor_19,"(124.0, 145.0]",0.0
sensor_19,"(145.0, 169.0]",0.0
sensor_19,"(169.0, 199.0]",0.0
sensor_19,"(199.0, 362.0]",0.0
sensor_20,"(0.999, 21.0]",0.016953193561560925
sensor_20,"(21.0, 42.0]",0.016789530161755203
sensor_20,"(42.0, 62.0]",0.01720642711355698
sensor_20,"(62.0, 83.0]",0.01718932959005383
sensor_20,"(83.0, 104.0]",0.01787740363892076
sensor_20,"(104.0, 124.0]",0.02011092906453306
sensor_20,"(124.0, 145.0]",0.02534174830558611
sensor_20,"(145.0, 169.0]",0.027744466931833814
sensor_20,"(169.0, 199.0]",0.02873658668392998
sensor_20,"(199.0, 362.0]",0.02469992985877641
sensor_21,"(0.999, 21.0]",0.006293131550014835
sensor_21,"(21.0, 42.0]",0.006052122001079917
sensor_21,"(42.0, 62.0]",0.006210908612056088
sensor_21,"(62.0, 83.0]",0.006170804322827255
sensor_21,"(83.0, 104.0]",0.006455076703489412
sensor_21,"(104.0, 124.0]",0.007221798714467341
sensor_21,"(124.0, 145.0]",0.008394967776994082
sensor_21,"(145.0, 169.0]",0.009518501987961817
sensor_21,"(169.0, 199.0]",0.010519149420061194
sensor_21,"(199.0, 362.0]",0.00887705264377319
