engine_id,sensor,age_window,variance
1,sensor_20,3,0.011769590643275197
1,sensor_20,4,0.006342690058479552
1,sensor_20,5,0.008600584795321699
1,sensor_20,6,0.012802923976608099
1,sensor_20,7,0.016949707602339055
1,sensor_20,8,0.011970760233918553
1,sensor_20,9,0.006491228070175578
1,sensor_20,10,0.016601052631579145
1,sensor_21,1,0.002705503684210509
1,sensor_21,2,0.0035816203508771674
1,sensor_21,3,0.003816934678362492
1,sensor_21,4,0.0029712759649122952
1,sensor_21,5,0.0027428656140351206
1,sensor_21,6,0.004194034853801188
1,sensor_21,7,0.002885448947368461
1,sensor_21,8,0.0038745169005847966
1,sensor_21,9,0.003250500526315812
1,sensor_21,10,0.006552112526315847
2,setting_1,1,6.1817733990147795e-06
2,setting_1,2,4.15551724137931e-06
2,setting_1,3,4.1512698412698415e-06
2,setting_1,4,7.266182266009851e-06
2,setting_1,5,2.603226600985221e-06
2,setting_1,6,9.489206349206346e-06
2,setting_1,7,3.7746551724137934e-06
2,setting_1,8,5.773492063492061e-06
2,setting_1,9,5.793522167487684e-06
2,setting_1,10,5.821724137931035e-06
2,setting_2,1,1.263793103448276e-07
2,setting_2,2,1.0327586206896552e-07
2,setting_2,3,4.914021164021164e-08
2,setting_2,4,8.805418719211818e-08
2,setting_2,5,1.0598522167487686e-07
2,setting_2,6,8.99867724867725e-08
2,setting_2,7,7.52463054187192e-08
2,setting_2,8,7.23809523809524e-08
2,setting_2,9,1.0238916256157638e-07
2,setting_2,10,8.564039408866993e-08
2,setting_3,1,0.0
2,setting_3,2,0.0
2,setting_3,3,0.0
2,setting_3,4,0.0
2,setting_3,5,0.0
2,setting_3,6,0.0
2,setting_3,7,0.0
2,setting_3,8,0.0
2,setting_3,9,0.0
2,setting_3,10,0.0
2,sensor_1,1,0.0
2,sensor_1,2,0.0
2,sensor_1,3,0.0
2,sensor_1,4,0.0
2,sensor_1,5,0.0
2,sensor_1,6,0.0
2,sensor_1,7,0.0
2,sensor_1,8,0.0
2,sensor_1,9,0.0
2,sensor_1,10,0.0
2,sensor_2,1,0.07918571428572728
2,sensor_2,2,0.11787487684731972
2,sensor_2,3,0.12876984126986085
2,sensor_2,4,0.044340394088670576
2,sensor_2,5,0.10006477832511415
2,sensor_2,6,0.09132857142857419
2,sensor_2,7,0.08830344827587254
2,sensor_2,8,0.09926917989420599
2,sensor_2,9,0.09952660098521796
2,sensor_2,10,0.1241465517241838
2,sensor_3,1,15.058424384236304
2,sensor_3,2,12.575955172413924
2,sensor_3,3,17.107432142857142
2,sensor_3,4,16.18009704433492
2,sensor_3,5,14.010324384236512
2,sensor_3,6,18.085284126984387
2,sensor_3,7,15.000299507390253
2,sensor_3,8,19.79606666666641
2,sensor_3,9,12.30412413793111
2,sensor_3,10,28.72484630541909
2,sensor_4,1,16.572547044334954
2,sensor_4,2,17.311727832512183
2,sensor_4,3,11.929286772486613
2,sensor_4,4,15.177640147782915
2,sensor_4,5,17.66000369458099
2,sensor_4,6,26.3185291005295
2,sensor_4,7,10.285619458128334
2,sensor_4,8,12.99478134920682
2,sensor_4,9,29.455438669950038
2,sensor_4,10,17.677597290640072
2,sensor_5,1,0.0
2,sensor_5,2,0.0
2,sensor_5,3,0.0
2,sensor_5,4,0.0
2,sensor_5,5,0.0
2,sensor_5,6,0.0
2,sensor_5,7,0.0
2,sensor_5,8,0.0
2,sensor_5,9,0.0
2,sensor_5,10,0.0
2,sensor_6,1,1.4778325123150993e-05
2,sensor_6,2,6.650246305416204e-06
2,sensor_6,3,1.2698412698408414e-05
2,sensor_6,4,9.605911330038587e-06
2,sensor_6,5,9.605911330047087e-06
2,sensor_6,6,3.5714285714269976e-06
2,sensor_6,7,3.4482758620677376e-06
2,sensor_6,8,0.0
2,sensor_6,9,0.0
2,sensor_6,10,0.0
2,sensor_7,1,0.17106182266010106
2,sensor_7,2,0.1402529556650311
2,sensor_7,3,0.17761058201060173
2,sensor_7,4,0.12158054187192122
2,sensor_7,5,0.09895369458127783
2,sensor_7,6,0.13958134920634097
2,sensor_7,7,0.226182758620701
2,sensor_7,8,0.18062380952381807
2,sensor_7,9,0.24078325123158204
2,sensor_7,10,0.2893241379310038
2,sensor_8,1,0.0007293103448306962
2,sensor_8,2,0.0005221674876808997
2,sensor_8,3,0.0011802910052968452
2,sensor_8,4,0.001513793103453258
2,sensor_8,5,0.001483004926109035
2,sensor_8,6,0.000849074074075473
2,sensor_8,7,0.000947044334974858
2,sensor_8,8,0.00118677248678421
2,sensor_8,9,0.0006544334975299446
2,sensor_8,10,0.0015285714285581838
2,sensor_9,1,8.511257142858879
2,sensor_9,2,22.206564778323376
2,sensor_9,3,15.322686772487847
2,sensor_9,4,17.505599261087173
2,sensor_9,5,10.366582758622075
2,sensor_9,6,11.11657394179413
2,sensor_9,7,18.761493349753692
2,sensor_9,8,13.998529100530174
2,sensor_9,9,28.7621751231568
2,sensor_9,10,51.24332561576599
2,sensor_10,1,0.0
2,sensor_10,2,0.0
2,sensor_10,3,0.0
2,sensor_10,4,0.0
2,sensor_10,5,0.0
2,sensor_10,6,0.0
2,sensor_10,7,0.0
2,sensor_10,8,0.0
2,sensor_10,9,0.0
2,sensor_10,10,0.0
2,sensor_11,1,0.006477832512315319
2,sensor_11,2,0.006270689655172337
2,sensor_11,3,0.009936507936507655
2,sensor_11,4,0.007975862068965495
2,sensor_11,5,0.009744827586207011
2,sensor_11,6,0.007023809523809721
2,sensor_11,7,0.015624876847290536
2,sensor_11,8,0.011180291005290973
2,sensor_11,9,0.014376108374384475
2,sensor_11,10,0.021067980295566224
2,sensor_12,1,0.10167339901478172
2,sensor_12,2,0.08005911330049584
2,sensor_12,3,0.12937936507939496
2,sensor_12,4,0.06656625615763512
2,sensor_12,5,0.07428497536945174
2,sensor_12,6,0.06277288359788463
2,sensor_12,7,0.12731502463053976
2,sensor_12,8,0.12303968253968256
2,sensor_12,9,0.1692761083743894
2,sensor_12,10,0.16547512315270999
2,sensor_13,1,0.001779310344822552
2,sensor_13,2,0.0006980295566533797
2,sensor_13,3,0.0016003968253970407
2,sensor_13,4,0.0009837438423694852
2,sensor_13,5,0.0009876847290720572
2,sensor_13,6,0.000873015873019475
2,sensor_13,7,0.0008150246305340125
2,sensor_13,8,0.0011358465608434386
2,sensor_13,9,0.0006470443349581628
2,sensor_13,10,0.0020852216748730623
2,sensor_14,1,9.495555172413889
2,sensor_14,2,7.798819458128049
2,sensor_14,3,5.181955026455405
2,sensor_14,4,8.887670689655542
2,sensor_14,5,11.523252709359095
2,sensor_14,6,15.322054497354088
2,sensor_14,7,10.986512315270787
2,sensor_14,8,12.193792989418435
2,sensor_14,9,15.88291231526812
2,sensor_14,10,33.11149926108277
2,sensor_15,1,0.00024224221674877636
2,sensor_15,2,0.0004283993349753458
2,sensor_15,3,0.00033462052910052386
2,sensor_15,4,0.0002857231280788156
2,sensor_15,5,0.0004107295566502603
2,sensor_15,6,0.0002861648148148213
2,sensor_15,7,0.0003179238177340037
2,sensor_15,8,0.0004531121693121794
2,sensor_15,9,0.0004347883251231629
2,sensor_15,10,0.0004976763793103593
2,sensor_16,1,0.0
2,sensor_16,2,0.0
2,sensor_16,3,0.0
2,sensor_16,4,0.0
2,sensor_16,5,0.0
2,sensor_16,6,0.0
2,sensor_16,7,0.0
2,sensor_16,8,0.0
2,sensor_16,9,0.0
2,sensor_16,10,0.0
2,sensor_17,1,0.6182266009852359
2,sensor_17,2,0.8325123152709414
2,sensor_17,3,0.6243386243386199
2,sensor_17,4,0.9014778325123073
2,sensor_17,5,0.7586206896551599
2,sensor_17,6,1.0370370370370192
2,sensor_17,7,0.8866995073891637
2,sensor_17,8,1.305555555555515
2,sensor_17,9,0.923645320197041
2,sensor_17,10,1.7561576354679684
2,sensor_18,1,0.0
2,sensor_18,2,0.0
2,sensor_18,3,0.0
2,sensor_18,4,0.0
2,sensor_18,5,0.0
2,sensor_18,6,0.0
2,sensor_18,7,0.0
2,sensor_18,8,0.0
2,sensor_18,9,0.0
2,sensor_18,10,0.0
2,sensor_19,1,0.0
2,sensor_19,2,0.0
2,sensor_19,3,0.0
2,sensor_19,4,0.0
2,sensor_19,5,0.0
2,sensor_19,6,0.0
2,sensor_19,7,0.0
2,sensor_19,8,0.0
2,sensor_19,9,0.0
2,sensor_19,10,0.0
2,sensor_20,1,0.00976625615763522
2,sensor_20,2,0.01143054187192148
2,sensor_20,3,0.008017989417989271
2,sensor_20,4,0.012860837438423423
2,sensor_20,5,0.01076798029556643
2,sensor_20,6,0.008543253968253903
2,sensor_20,7,0.010811330049261034
2,sensor_20,8,0.00996243386243412
2,sensor_20,9,0.011367980295566427
2,sensor_20,10,0.017164778325123718
2,sensor_21,1,0.0029944592118227157
2,sensor_21,2,0.0033573882266010016
2,sensor_21,3,0.0036948492460317068
2,sensor_21,4,0.004377137339901512
2,sensor_21,5,0.002906477389162615
2,sensor_21,6,0.0034445225396825727
2,sensor_21,7,0.002279549211822669
2,sensor_21,8,0.0051499143915343555
2,sensor_21,9,0.0031364249507391286
2,sensor_21,10,0.004321829088670147
3,setting_1,1,3.7852614379084972e-06
3,setting_1,2,5.96235294117647e-06
3,setting_1,3,6.345000000000001e-06
3,setting_1,4,4.816470588235295e-06
3,setting_1,5,4.053986928104575e-06
3,setting_1,6,3.7300735294117657e-06
3,setting_1,7,3.6579411764705882e-06
3,setting_1,8,3.911633986928104e-06
3,setting_1,9,4.4124183006535945e-06
3,setting_1,10,4.882516339869281e-06
3,setting_2,1,1.0447712418300651e-07
3,setting_2,2,9.176470588235293e-08
3,setting_2,3,8.5e-08
3,setting_2,4,9.124183006535948e-08
3,setting_2,5,7.986928104575164e-08
3,setting_2,6,8.933823529411765e-08
3,setting_2,7,7.320261437908496e-08
3,setting_2,8,8.69281045751634e-08
3,setting_2,9,7.633986928104575e-08
3,setting_2,10,7.07516339869281e-08
3,setting_3,1,0.0
3,setting_3,2,0.0
3,setting_3,3,0.0
3,setting_3,4,0.0
3,setting_3,5,0.0
3,setting_3,6,0.0
3,setting_3,7,0.0
3,setting_3,8,0.0
3,setting_3,9,0.0
3,setting_3,10,0.0
3,sensor_1,1,0.0
3,sensor_1,2,0.0
3,sensor_1,3,0.0
3,sensor_1,4,0.0
3,sensor_1,5,0.0
3,sensor_1,6,0.0
3,sensor_1,7,0.0
3,sensor_1,8,0.0
3,sensor_1,9,0.0
3,sensor_1,10,0.0
3,sensor_2,1,0.09979084967318841
3,sensor_2,2,0.09788790849673311
3,sensor_2,3,0.09263006535945036
3,sensor_2,4,0.11918300653594187
3,sensor_2,5,0.07928496732027962
3,sensor_2,6,0.0832970588235338
3,sensor_2,7,0.08385882352942614
3,sensor_2,8,0.07644869281045191
3,sensor_2,9,0.13433496732025396
3,sensor_2,10,0.08335588235293373
3,sensor_3,1,12.903988235294896
3,sensor_3,2,9.902312418300678
3,sensor_3,3,13.703858823529528
3,sensor_3,4,18.791176470587892
3,sensor_3,5,23.806611764705046
3,sensor_3,6,14.510700000000188
3,sensor_3,7,12.453057516340134
3,sensor_3,8,20.452715359477132
3,sensor_3,9,12.606193790849813
3,sensor_3,10,16.08914117647087
3,sensor_4,1,13.499053594771336
3,sensor_4,2,14.018838235294039
3,sensor_4,3,15.83082647058851
3,sensor_4,4,18.61581830065411
3,sensor_4,5,13.676716339869142
3,sensor_4,6,19.474536764705896
3,sensor_4,7,14.934520261437605
3,sensor_4,8,20.106477124183403
3,sensor_4,9,20.326629084967493
3,sensor_4,10,33.877300653594965
3,sensor_5,1,0.0
3,sensor_5,2,0.0
3,sensor_5,3,0.0
3,sensor_5,4,0.0
3,sensor_5,5,0.0
3,sensor_5,6,0.0
3,sensor_5,7,0.0
3,sensor_5,8,0.0
3,sensor_5,9,0.0
3,sensor_5,10,0.0
3,sensor_6,1,0.0
3,sensor_6,2,0.0
3,sensor_6,3,5.555555555554684e-06
3,sensor_6,4,0.0
3,sensor_6,5,5.555555555558374e-06
3,sensor_6,6,5.882352941175441e-06
3,sensor_6,7,5.555555555558374e-06
3,sensor_6,8,0.0
3,sensor_6,9,0.0
3,sensor_6,10,0.0
3,sensor_7,1,0.18403398692810966
3,sensor_7,2,0.20014411764705614
3,sensor_7,3,0.12529967320261023
3,sensor_7,4,0.21012026143790952
3,sensor_7,5,0.1751467320261318
3,sensor_7,6,0.20719852941174227
3,sensor_7,7,0.16970882352938355
3,sensor_7,8,0.21727320261435298
3,sensor_7,9,0.14088888888888176
3,sensor_7,10,0.36278823529406246
3,sensor_8,1,0.0007977124183024669
3,sensor_8,2,0.00039771241829967966
3,sensor_8,3,0.0012264705882449967
3,sensor_8,4,0.0007911764705879213
3,sensor_8,5,0.0008016339869312714
3,sensor_8,6,0.0009566176470631367
3,sensor_8,7,0.00028104575163475964
3,sensor_8,8,0.0012183006535938785
3,sensor_8,9,0.000606535947708132
3,sensor_8,10,0.0015977124182993583
3,sensor_9,1,15.416508823530464
3,sensor_9,2,17.15255457516735
3,sensor_9,3,16.89988529411687
3,sensor_9,4,17.03973888888874
3,sensor_9,5,15.045320261439244
3,sensor_9,6,19.10077500000559
3,sensor_9,7,33.2666928104695
3,sensor_9,8,40.42444477124719
3,sensor_9,9,134.497294117648
3,sensor_9,10,357.6778212418272
3,sensor_10,1,0.0
3,sensor_10,2,0.0
3,sensor_10,3,0.0
3,sensor_10,4,0.0
3,sensor_10,5,0.0
3,sensor_10,6,0.0
3,sensor_10,7,0.0
3,sensor_10,8,0.0
3,sensor_10,9,0.0
3,sensor_10,10,0.0
3,sensor_11,1,0.015429084967320225
3,sensor_11,2,0.004564705882352692
3,sensor_11,3,0.0143437908496729
3,sensor_11,4,0.008752941176470443
3,sensor_11,5,0.011597712418300302
3,sensor_11,6,0.0035132352941174907
3,sensor_11,7,0.009894117647058678
3,sensor_11,8,0.010894117647059103
3,sensor_11,9,0.012045751633985706
3,sensor_11,10,0.037390849673202935
3,sensor_12,1,0.05609673202613981
3,sensor_12,2,0.08449673202613356
3,sensor_12,3,0.08883823529410781
3,sensor_12,4,0.076327124183002
3,sensor_12,5,0.17306928104575045
3,sensor_12,6,0.09958455882353427
3,sensor_12,7,0.10299477124181027
3,sensor_12,8,0.1047035947712292
3,sensor_12,9,0.06437516339867547
3,sensor_12,10,0.2463035947712554
3,sensor_13,1,0.001210457516347489
3,sensor_13,2,0.0010967320261530483
3,sensor_13,3,0.0008526143790881066
3,sensor_13,4,0.001014705882359103
3,sensor_13,5,0.0012722222222271648
3,sensor_13,6,0.0008066176470669625
3,sensor_13,7,0.0007584967320259679
3,sensor_13,8,0.001002614379089307
3,sensor_13,9,0.0017232026143828637
3,sensor_13,10,0.0015673202614294608
3,sensor_14,1,7.565447058823514
3,sensor_14,2,16.21880163398679
3,sensor_14,3,10.889884967319414
3,sensor_14,4,14.076670588234792
3,sensor_14,5,6.936473529408821
3,sensor_14,6,20.041751470588572
3,sensor_14,7,30.789638235295328
3,sensor_14,8,34.14161732026755
3,sensor_14,9,72.45013235295376
3,sensor_14,10,247.1474143791013
3,sensor_15,1,0.00036625232026143853
3,sensor_15,2,0.00032016470588234515
3,sensor_15,3,0.00041211411764706466
3,sensor_15,4,0.00030109398692811177
3,sensor_15,5,0.00023700094771241399
3,sensor_15,6,0.0003644149264705991
3,sensor_15,7,0.00033778470588233126
3,sensor_15,8,0.00032543114379085655
3,sensor_15,9,0.0004998791176470437
3,sensor_15,10,0.0004605935947712533
3,sensor_16,1,0.0
3,sensor_16,2,0.0
3,sensor_16,3,0.0
3,sensor_16,4,0.0
3,sensor_16,5,0.0
3,sensor_16,6,0.0
3,sensor_16,7,0.0
3,sensor_16,8,0.0
3,sensor_16,9,0.0
3,sensor_16,10,0.0
3,sensor_17,1,1.2026143790849824
3,sensor_17,2,0.5359477124182979
3,sensor_17,3,0.8104575163398615
3,sensor_17,4,0.941176470588261
3,sensor_17,5,1.0065359477124147
3,sensor_17,6,0.6249999999999991
3,sensor_17,7,0.9411764705882488
3,sensor_17,8,0.6143790849673237
3,sensor_17,9,1.529411764705833
3,sensor_17,10,2.0163398692809853
3,sensor_18,1,0.0
3,sensor_18,2,0.0
3,sensor_18,3,0.0
3,sensor_18,4,0.0
3,sensor_18,5,0.0
3,sensor_18,6,0.0
3,sensor_18,7,0.0
3,sensor_18,8,0.0
3,sensor_18,9,0.0
3,sensor_18,10,0.0
3,sensor_19,1,0.0
3,sensor_19,2,0.0
3,sensor_19,3,0.0
3,sensor_19,4,0.0
3,sensor_19,5,0.0
3,sensor_19,6,0.0
3,sensor_19,7,0.0
3,sensor_19,8,0.0
3,sensor_19,9,0.0
3,sensor_19,10,0.0
3,sensor_20,1,0.008687908496732328
3,sensor_20,2,0.009555555555555597
3,sensor_20,3,0.015979084967320558
3,sensor_20,4,0.011105882352941146
3,sensor_20,5,0.00829281045751647
3,sensor_20,6,0.009472058823529654
3,sensor_20,7,0.009955555555555507
3,sensor_20,8,0.005413398692810444
3,sensor_20,9,0.010727124183006089
3,sensor_20,10,0.015979084967320367
3,sensor_21,1,0.003424865359477201
3,sensor_21,2,0.001994930588235292
3,sensor_21,3,0.0022992860457515573
3,sensor_21,4,0.0028520844771241253
3,sensor_21,5,0.0044315343790849535
3,sensor_21,6,0.003490931911764676
3,sensor_21,7,0.0046427456535947445
3,sensor_21,8,0.002469949411764681
3,sensor_21,9,0.004171835588235502
3,sensor_21,10,0.005451191241830315
4,setting_1,1,5.379181286549708e-06
4,setting_1,2,2.700233918128655e-06
4,setting_1,3,5.128947368421051e-06
4,setting_1,4,5.713391812865497e-06
4,setting_1,5,3.6671929824561408e-06
4,setting_1,6,1.7339869281045747e-06
4,setting_1,7,3.759298245614035e-06
4,setting_1,8,2.622748538011696e-06
4,setting_1,9,6.918713450292398e-06
4,setting_1,10,4.212105263157894e-06
4,setting_2,1,1.2385964912280704e-07
4,setting_2,2,4.8304093567251467e-08
4,setting_2,3,7.760233918128653e-08
4,setting_2,4,6.701754385964911e-08
4,setting_2,5,6.374269005847953e-08
4,setting_2,6,1.0264705882352943e-07
4,setting_2,7,5.6198830409356734e-08
4,setting_2,8,7.941520467836257e-08
4,setting_2,9,7.251461988304093e-08
4,setting_2,10,7.152046783625732e-08
4,setting_3,1,0.0
4,setting_3,2,0.0
4,setting_3,3,0.0
4,setting_3,4,0.0
4,setting_3,5,0.0
4,setting_3,6,0.0
4,setting_3,7,0.0
4,setting_3,8,0.0
4,setting_3,9,0.0
4,setting_3,10,0.0
4,sensor_1,1,0.0
4,sensor_1,2,0.0
4,sensor_1,3,0.0
4,sensor_1,4,0.0
4,sensor_1,5,0.0
4,sensor_1,6,0.0
4,sensor_1,7,0.0
4,sensor_1,8,0.0
4,sensor_1,9,0.0
4,sensor_1,10,0.0
4,sensor_2,1,0.07775964912280682
4,sensor_2,2,0.05262514619882376
4,sensor_2,3,0.10774736842107242
4,sensor_2,4,0.05939532163741738
4,sensor_2,5,0.11899181286549378
4,sensor_2,6,0.09082222222222605
4,sensor_2,7,0.09990526315789847
4,sensor_2,8,0.07503391812866472
4,sensor_2,9,0.0680099415204664
4,sensor_2,10,0.17318771929824836
4,sensor_3,1,6.759165497076135
4,sensor_3,2,16.258687134502857
4,sensor_3,3,14.792080116959081
4,sensor_3,4,21.288732163742413
4,sensor_3,5,14.181189473684139
4,sensor_3,6,24.568743790849847
4,sensor_3,7,18.99030292397621
4,sensor_3,8,14.44465906432691
4,sensor_3,9,11.733505263157737
4,sensor_3,10,23.072071929824293
4,sensor_4,1,19.03727192982431
4,sensor_4,2,13.14356549707556
4,sensor_4,3,10.62984853801192
4,sensor_4,4,17.343748538012104
4,sensor_4,5,18.24638713450331
4,sensor_4,6,22.142119281045794
4,sensor_4,7,21.69708128654993
4,sensor_4,8,14.704832163742525
4,sensor_4,9,15.853464912280478
4,sensor_4,10,29.14834795321569
4,sensor_5,1,0.0
4,sensor_5,2,0.0
4,sensor_5,3,0.0
4,sensor_5,4,0.0
4,sensor_5,5,0.0
4,sensor_5,6,0.0
4,sensor_5,7,0.0
4,sensor_5,8,0.0
4,sensor_5,9,0.0
4,sensor_5,10,0.0
4,sensor_6,1,0.0
4,sensor_6,2,0.0
